Cекс по телефону,Анилингус вам (мужчине),Анилингус мне (даме),Бандаж,Виртуальный секс,Госпожа,Золотой дождь вам (мужчине),Золотой дождь мне (даме),Игрушки,Игры,Клизма,Копро вам (мужчине),Куннилингус,Легкая доминация,Легкое подчинение,Лесби откровенное,Лесби-шоу легкое,Массаж классический,Массаж профессиональный,Массаж расслабляющий,Массаж урологический,Массаж эротический,Минет без резинки,Минет в машине,Минет в презервативе,Минет глубокий,Окончание в рот,Окончание на грудь,Окончание на лицо,Порка,Рабыня,Ролевые игры,Секс анальный,Секс групповой,Секс классический,Секс лесбийский,Страпон,Стриптиз не профи,Стриптиз профи,Трамплинг,Услуги семейной паре,Фетиш,Фингеринг,Фистинг анальный мне (даме),Фистинг анальный мужчине,Фистинг классический,Фото/видео съемка,Эскорт,Id
No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,321673
Comment,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Comment,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,322286
No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Comment,Yes,Comment,Yes,Comment,No,No,No,Comment,Comment,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Comment,313071
No,No,No,No,No,No,Comment,No,Comment,No,No,No,Comment,No,No,No,Yes,Comment,No,No,No,No,Comment,No,Yes,No,No,Comment,No,No,No,No,No,No,Yes,No,Comment,Comment,No,No,No,No,No,No,No,No,No,Yes,324866
No,No,No,No,No,No,No,No,No,No,No,No,Comment,No,No,No,No,Yes,Yes,Yes,No,Yes,Comment,No,Yes,No,No,Comment,No,No,No,No,No,No,Yes,No,No,No,No,No,Comment,No,No,No,No,No,No,No,249094
No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,257701
No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Comment,Comment,Yes,Comment,Comment,No,No,No,Comment,No,No,No,No,No,No,Yes,90041
No,Comment,Yes,Comment,No,No,Comment,Comment,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Comment,Comment,Comment,No,Comment,No,Yes,Comment,No,Yes,No,No,Comment,No,No,No,Yes,Yes,No,Yes,301854
No,No,Comment,Comment,No,Comment,Comment,No,Yes,Yes,No,No,Yes,Comment,Comment,Comment,Comment,Yes,Comment,Yes,No,Yes,Comment,No,Yes,No,Comment,Yes,Comment,Comment,Comment,Yes,No,Comment,Yes,Comment,Comment,Yes,Comment,Comment,No,Yes,No,No,Comment,No,No,No,303949
No,Comment,Yes,No,No,No,No,No,No,No,No,No,Comment,No,No,No,No,Yes,No,Yes,No,No,Comment,No,Yes,No,Comment,Yes,Comment,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Comment,No,No,242961
No,No,Yes,No,No,Comment,Comment,No,Yes,No,No,No,Yes,Comment,No,No,Comment,Yes,Yes,No,Comment,No,Comment,No,Yes,No,No,Yes,No,No,No,No,Comment,Comment,Yes,Comment,Comment,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,315225
Yes,Comment,Yes,Comment,Yes,Yes,Yes,Comment,Comment,Yes,Comment,Comment,Yes,Yes,Yes,Comment,Comment,No,Comment,Comment,Comment,Comment,Comment,Yes,Yes,Comment,Comment,Yes,Comment,Comment,Comment,Comment,Comment,Comment,Yes,Comment,Comment,Comment,No,Comment,Comment,Yes,Yes,No,Comment,Comment,Comment,Yes,192789
No,Comment,Comment,Yes,No,Comment,Comment,No,Comment,Comment,No,No,Comment,Comment,Yes,Yes,Yes,Comment,Yes,Yes,Comment,Yes,Comment,No,Comment,No,Comment,Comment,Yes,Comment,Comment,Comment,Comment,Comment,Yes,Comment,Comment,No,Comment,Yes,Comment,Comment,No,Comment,Comment,No,No,Comment,292081
No,No,Yes,No,No,No,Comment,No,Yes,No,Comment,Comment,Yes,Yes,No,No,No,No,No,No,Yes,No,Comment,No,Yes,No,Comment,Yes,Comment,No,No,No,Comment,No,Yes,No,Comment,No,No,No,No,No,No,No,Comment,Comment,Comment,Yes,147545
No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Comment,Yes,No,Yes,Yes,Yes,Comment,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Comment,Yes,Yes,No,Yes,No,Yes,Comment,Yes,No,No,No,Yes,No,Yes,323306
No,No,No,No,No,No,Comment,No,Comment,Comment,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Comment,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Comment,No,No,No,No,Yes,No,No,No,No,No,Yes,280955
No,No,No,No,No,Comment,No,No,No,Yes,No,No,Yes,Comment,No,No,No,Yes,Comment,Yes,Comment,Yes,Comment,No,Yes,Yes,No,Yes,No,No,No,Comment,Comment,Comment,Yes,No,Comment,Comment,No,No,No,Yes,No,No,No,No,No,Comment,300812
No,No,No,No,No,Comment,Comment,No,Comment,Comment,No,No,Comment,Yes,Comment,No,No,Yes,No,Yes,Yes,Comment,Comment,Comment,Yes,Yes,Yes,Comment,Yes,Comment,No,Yes,No,No,Yes,No,Yes,Comment,No,Yes,No,Yes,No,No,Comment,Comment,Comment,No,299447
No,No,Yes,No,No,No,No,No,No,Comment,No,No,Yes,Comment,No,No,No,No,No,Yes,No,Yes,Comment,No,Yes,No,No,Yes,No,No,No,Comment,Comment,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,264358
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Comment,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,267038
No,No,Yes,Comment,Yes,Comment,Yes,No,Yes,Yes,No,No,Yes,Yes,Comment,Comment,Comment,Yes,Yes,Yes,Yes,Yes,Comment,No,Yes,Yes,Comment,Yes,No,No,Comment,Comment,Yes,Comment,Yes,Comment,Yes,No,Comment,No,Comment,Yes,Yes,No,Yes,No,No,Comment,283476
Comment,No,Yes,Comment,Comment,Comment,Comment,Comment,Comment,Comment,No,No,Yes,Comment,Comment,Comment,Comment,Yes,Comment,Yes,Comment,Yes,Comment,Yes,Yes,Yes,Comment,Yes,Comment,Comment,No,Comment,Comment,Comment,Yes,Comment,Comment,Yes,No,Comment,Comment,Yes,Yes,No,Comment,Yes,Comment,Comment,304903
No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Comment,No,Yes,Yes,No,Yes,No,No,No,Yes,Comment,Comment,Yes,No,No,Yes,No,No,Comment,Yes,No,No,No,Yes,No,Yes,282601
No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,314470
No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,311931
Comment,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Comment,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Comment,Yes,Yes,No,Yes,No,No,No,307779
No,Yes,No,No,No,No,Comment,Comment,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Comment,No,Yes,Yes,Yes,Yes,Yes,No,No,Comment,Comment,No,Yes,Yes,Comment,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,173172
Comment,No,Yes,No,No,Comment,Comment,No,Yes,Yes,No,No,Yes,Yes,No,Comment,Comment,Yes,No,Yes,Comment,Yes,No,No,Yes,Comment,No,Yes,No,Yes,No,Yes,No,Comment,Yes,Comment,Comment,No,No,Yes,Comment,Yes,Yes,No,No,Comment,Yes,Comment,130553
No,No,No,No,No,No,No,No,No,No,No,No,Comment,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Comment,Yes,Yes,No,No,Yes,No,No,Comment,Comment,No,No,No,No,No,No,304108
No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Comment,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,293635
Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Comment,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Comment,No,No,No,No,Yes,No,No,Yes,No,No,No,304795
No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,315648
No,Comment,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Comment,Comment,Yes,No,Comment,Yes,No,No,No,No,Comment,Comment,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,289306
No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Comment,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Comment,Yes,No,No,No,No,No,No,No,No,No,Yes,314747
No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Comment,Comment,Comment,Comment,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Comment,Comment,Yes,No,Comment,No,No,No,Comment,Yes,No,No,No,Comment,No,Comment,243054
Comment,No,Yes,No,Comment,No,Comment,No,No,No,No,No,Yes,No,Comment,No,No,Yes,No,Yes,No,No,Comment,No,Yes,Yes,No,Yes,No,Yes,No,Comment,No,No,Yes,No,No,No,No,No,Comment,No,No,No,No,No,No,Comment,321326
No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Comment,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Comment,No,Yes,No,No,No,309700
No,No,No,No,No,Comment,Comment,No,No,Comment,No,No,Yes,Comment,No,No,No,Yes,Comment,Yes,Comment,Comment,Comment,No,Yes,Comment,Comment,Yes,Comment,No,No,Comment,No,No,Yes,No,Comment,Yes,Comment,No,Comment,No,No,No,No,No,No,No,296588
No,Comment,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Comment,No,No,Yes,No,Yes,Comment,Yes,Comment,Yes,Yes,Yes,Comment,Yes,Comment,No,No,No,Comment,No,Yes,No,Comment,No,No,No,No,No,No,No,Comment,Comment,No,No,314596
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Comment,Yes,Comment,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,284377
No,Comment,Comment,No,No,No,Comment,No,Comment,Comment,No,No,Yes,Comment,Comment,No,Yes,Yes,Comment,Yes,Comment,Yes,Comment,No,Yes,Comment,Comment,Yes,Comment,Yes,No,Comment,Comment,Comment,Yes,Comment,Comment,Yes,No,Comment,Comment,Comment,No,Comment,No,Comment,No,Comment,312115
No,No,No,No,No,No,No,No,No,No,No,No,Yes,Comment,No,No,No,No,No,Comment,Comment,No,No,No,Yes,No,No,Comment,No,Comment,No,Comment,Comment,No,Yes,No,No,No,No,No,No,No,No,No,Comment,No,No,No,317500
No,No,No,No,No,No,Comment,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Comment,No,Yes,No,No,Yes,No,No,No,No,No,Comment,Yes,Yes,No,Yes,Yes,No,Comment,No,No,No,No,No,No,No,290109
No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Comment,No,Yes,No,Yes,Yes,No,Yes,Comment,Yes,Yes,No,Yes,Yes,Yes,Yes,312572
No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Comment,Comment,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,319863
No,No,No,No,No,No,No,No,Comment,No,No,No,Yes,No,No,No,No,Comment,No,Yes,No,Comment,Comment,No,Yes,Yes,No,Comment,No,No,No,No,Comment,Comment,Yes,Comment,No,No,No,No,Comment,Comment,No,No,No,No,Comment,Comment,307516
No,Comment,No,No,No,No,Comment,No,Yes,No,No,No,Yes,No,No,Comment,Comment,No,No,Yes,Comment,Yes,Comment,No,Yes,Yes,Comment,Yes,Comment,No,No,No,No,No,Yes,Comment,Comment,No,No,No,No,No,No,No,No,No,No,No,263071
No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Comment,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Comment,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,294909
No,No,Yes,No,No,Comment,Comment,No,Comment,Comment,No,No,Yes,Comment,No,No,Comment,Yes,No,Yes,Comment,Yes,Comment,No,Yes,No,No,No,No,Yes,No,Comment,No,Comment,Yes,No,Comment,Yes,No,Yes,Comment,Comment,No,No,Comment,No,No,Yes,244490
No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Comment,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Comment,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,310330
No,No,Yes,No,No,Comment,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Comment,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Comment,Yes,Comment,Comment,Yes,No,Yes,Comment,Yes,Yes,No,Yes,Yes,No,Yes,311097
No,No,No,No,No,No,No,No,Comment,No,No,No,Yes,Comment,No,Comment,Comment,Yes,No,Yes,Comment,Yes,Comment,No,Yes,Yes,Comment,Yes,Comment,No,No,Comment,Comment,Comment,Yes,Comment,Comment,No,Yes,No,Comment,Comment,No,No,No,Comment,Comment,Comment,324597
No,No,Yes,Comment,No,No,Comment,Comment,Yes,No,No,No,Yes,Comment,Comment,No,No,Yes,No,Yes,No,Yes,Comment,No,Yes,Comment,Comment,Yes,Comment,Comment,Comment,No,No,No,Yes,No,Comment,Yes,No,No,No,Yes,No,No,No,No,No,No,324979
No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,317515
No,Comment,Yes,No,No,Yes,Comment,No,Yes,Comment,No,No,Yes,Yes,Yes,Comment,Comment,Yes,No,Yes,No,Yes,Comment,Comment,Yes,No,Comment,Yes,Comment,No,No,Comment,No,No,Yes,Yes,No,No,No,No,Comment,Comment,No,No,Comment,Yes,No,Yes,315581
No,No,No,No,No,No,Comment,No,Comment,No,No,No,Comment,Comment,No,No,No,Yes,No,Yes,Comment,No,Comment,No,Yes,No,No,Yes,No,No,No,Comment,Comment,Comment,Yes,No,Comment,No,No,No,No,No,No,No,Comment,No,No,No,323498
Comment,Comment,No,No,Comment,Comment,Comment,No,Comment,Comment,No,No,Yes,Comment,No,Comment,No,No,No,Yes,Comment,Comment,Comment,No,Yes,No,Comment,Yes,Yes,Comment,No,Comment,Comment,Comment,Yes,Comment,Comment,No,No,Comment,Comment,Comment,No,No,Comment,No,Comment,Comment,190348
No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Comment,Comment,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Comment,Comment,Yes,No,No,Yes,No,No,Comment,Yes,No,No,No,No,No,Yes,324764
No,No,No,No,No,No,Comment,No,Comment,Comment,No,No,Yes,Comment,No,Comment,Comment,Yes,No,Yes,No,Yes,No,No,Yes,Comment,Comment,Comment,Comment,No,No,Yes,No,Comment,Yes,Comment,Comment,Comment,No,Comment,Comment,Comment,No,No,No,Comment,Comment,No,272390
Yes,Comment,No,No,Yes,No,Yes,No,Comment,Yes,No,No,Yes,Comment,No,Comment,Comment,Yes,No,Yes,Yes,Yes,Comment,Yes,Yes,No,Comment,Yes,Yes,No,No,Comment,Comment,Comment,Yes,Comment,Comment,Yes,No,Comment,No,Yes,No,No,No,Yes,No,No,229453
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,319047
No,No,No,No,No,No,No,No,Comment,Comment,No,No,No,Comment,No,No,No,Yes,No,Yes,Comment,Yes,Comment,No,Yes,Yes,Comment,Comment,No,No,No,Comment,Comment,No,Yes,No,No,No,No,No,No,Comment,No,No,No,No,No,No,194668
No,No,No,No,No,No,Comment,No,Yes,No,No,No,Comment,Yes,No,No,Yes,Yes,No,Yes,Comment,Yes,Comment,No,Yes,Comment,No,Comment,No,No,No,Comment,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Comment,Comment,No,No,311431
No,No,No,No,No,No,Comment,No,No,No,No,No,Yes,Comment,Comment,No,Comment,Yes,No,Yes,No,Yes,Comment,Yes,Yes,Comment,Comment,Yes,Comment,No,No,Comment,No,Comment,Yes,Comment,No,Yes,No,No,Comment,No,No,No,No,No,Comment,Comment,324464
No,Comment,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Comment,Yes,Yes,No,Yes,No,Yes,Comment,Yes,Yes,Yes,Comment,Yes,Comment,No,Comment,No,Comment,Comment,Yes,Comment,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,322191
No,No,Yes,Comment,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Comment,Yes,No,Comment,Yes,Yes,Comment,Yes,No,Yes,Comment,Yes,No,No,No,Yes,No,Yes,319648
No,No,No,No,No,No,No,No,No,Comment,No,No,Yes,Comment,Comment,No,Yes,Yes,No,Yes,No,Yes,Comment,No,Yes,Comment,Comment,Yes,Comment,No,No,Comment,No,Comment,Yes,Comment,No,Yes,No,Comment,No,Comment,No,No,No,No,No,Comment,323952
No,No,No,No,No,No,Comment,No,No,Comment,No,No,No,Comment,No,No,No,Comment,No,Comment,No,Comment,No,No,Yes,No,No,Yes,Comment,No,No,Comment,No,Comment,Yes,No,Yes,Comment,No,No,No,No,No,No,No,No,No,Comment,226959
No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Comment,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,298018
No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,305445
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Comment,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,196826
No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Comment,No,Yes,Yes,Comment,Yes,Comment,Yes,No,Yes,Comment,No,Yes,No,Comment,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,311524
Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,292301
No,No,No,No,No,Comment,Comment,No,No,Yes,No,No,No,Yes,No,Comment,Comment,Yes,No,Yes,No,Yes,Comment,No,Yes,Yes,No,Yes,Comment,No,No,Comment,Comment,No,Yes,Comment,No,Yes,No,No,Comment,No,No,No,No,Yes,Comment,Yes,278640
No,No,No,No,No,No,Comment,No,No,No,No,No,No,Comment,No,No,No,Yes,No,Yes,No,Yes,Comment,No,Yes,Yes,Comment,Yes,No,No,No,Comment,Comment,Comment,Yes,No,Comment,Yes,No,No,No,Yes,No,No,No,No,No,No,315591
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Comment,Comment,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,261253
No,No,Comment,No,No,No,No,No,No,No,No,No,Comment,Comment,Comment,No,No,No,No,Yes,No,Yes,Comment,No,Yes,No,No,Comment,Comment,No,No,No,No,Comment,Yes,No,No,No,No,No,No,Comment,No,No,No,No,No,No,322735
No,No,No,No,No,No,Comment,No,Comment,Comment,No,No,Comment,No,Yes,Comment,Comment,Yes,No,Yes,No,Yes,Comment,No,Yes,Comment,No,Comment,No,No,No,Comment,Comment,Comment,Yes,Comment,Comment,Yes,No,No,Comment,Comment,No,No,No,No,No,Comment,324828
No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Comment,No,Yes,Comment,No,Comment,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,309113
No,No,Comment,No,No,No,No,No,No,No,No,No,Comment,Yes,No,No,Yes,Yes,No,Yes,Comment,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Comment,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,315544
No,No,No,No,No,No,Comment,No,Comment,Comment,No,No,Yes,Comment,No,No,Yes,Yes,Comment,Yes,Comment,Yes,Comment,No,Yes,Comment,No,Yes,No,No,No,Comment,Comment,Comment,Yes,Comment,Comment,Yes,No,Comment,No,Comment,No,No,No,No,No,Comment,277309
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Comment,No,Yes,Yes,No,Yes,No,No,No,No,Comment,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Comment,320454
No,No,No,No,No,No,Comment,No,No,No,No,No,Comment,Yes,No,Yes,Yes,Yes,No,Yes,Comment,No,Comment,No,Yes,Comment,No,Comment,No,No,No,No,No,Comment,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Comment,293096
No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Comment,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,324935
Yes,Comment,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Comment,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Comment,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,323962
No,Comment,No,No,No,Comment,Comment,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Comment,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Comment,No,Yes,No,No,No,No,Yes,Comment,Yes,No,No,Comment,No,No,Comment,292273
No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Comment,No,Yes,Yes,Comment,Yes,No,No,No,No,Comment,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Comment,No,No,315029
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Comment,Yes,No,Yes,No,Yes,Comment,No,Yes,Comment,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,293547
No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Comment,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Comment,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,324085
No,No,No,No,No,No,No,No,Comment,Comment,No,No,Comment,No,No,No,No,Yes,No,Yes,Comment,Yes,Comment,No,Yes,Comment,No,Comment,No,No,Comment,Comment,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Comment,Yes,190141
No,No,No,No,No,No,No,No,Comment,No,No,No,Yes,No,No,Comment,Comment,Yes,No,Yes,Comment,Yes,Comment,No,Yes,Yes,Comment,Yes,Comment,No,No,Comment,Comment,Comment,Yes,Comment,Comment,No,Yes,No,Comment,Comment,No,No,No,Comment,No,Comment,319913
No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,256602
No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,323408
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Comment,Yes,Yes,Yes,Yes,Comment,Yes,Yes,Yes,Yes,Yes,Yes,Comment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,312202
No,No,No,No,No,No,No,No,Comment,No,No,No,Comment,No,No,No,No,No,No,Comment,No,No,Comment,No,Yes,No,Comment,Yes,Comment,No,No,Comment,No,Comment,Yes,Comment,No,No,No,No,Comment,No,No,No,No,No,No,Comment,171864
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Comment,Yes,No,Yes,No,No,Comment,Comment,Yes,Yes,No,Yes,No,No,No,No,Comment,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,135995
