Апартаменты-1 час,Апартаменты-2 часа,Апартаменты-Ночь,Выезд-1 час,Выезд-2 часа,Выезд-Ночь,Id,Комментарий к ценам
3 000 р.,6 000 р.,18 000 р.,-,10 000 р.,25 000 р.,321945,
3 500 р.,6 000 р.,-,7 000 р.,-,,211995,Выезд только к уже знакомым
,,,3 500 р.,5 000 р.,8 000 р.,322841,
10 000 р.,20 000 р.,80 000 р.,30 000 р.,30 000 р.,80 000 р.,323243,
,,,-,10 000 р.,20 000 р.,320979,Контактов в час: неограничено.Выезд от двух часов по Москве и ближайшему Подмосковью. За выезд в Подмосковье я беру предоплату за такси.
6 000 р.,12 000 р.,20 000 р.,6 000 р.,12 000 р.,20 000 р.,323465,
4 000 р.,8 000 р.,16 000 р.,5 000 р.,8 000 р.,16 000 р.,307738,Контактов в час: неограничено.Дополнительные услуги обговариваю по телефону
2 000 р.,4 000 р.,10 000 р.,,,,320406,Контактов в час: до 2.Есть экспресс программка 1000р
,,,5 000 р.,8 000 р.,12 000 р.,312283,Контактов в час: неограничено.АПАРТАМЕНТОВ НЕТ ТОЛЬКО ВЫЕЗД
3 500 р.,7 000 р.,-,8 000 р.,-,,230994,Контактов в час: до 2.Буду очень благодарна если вы будете ставить мне оценки или писать отзывы. после ставить мне оценки или писать отзывы. после
7 000 р.,14 000 р.,30 000 р.,8 000 р.,15 000 р.,30 000 р.,323221,Контактов в час: неограничено.Экспресс программа 30 мин - 4000р
,,,-,6 000 р.,9 000 р.,308903,
3 000 р.,6 000 р.,20 000 р.,-,-,,265284,Указанные в анкете цены являются спонсорской помощью или благотворительностью. Всё включено.
7 000 р.,14 000 р.,50 000 р.,7 000 р.,14 000 р.,50 000 р.,324931,Контактов в час: неограничено.Глубокий минет без презерватива с окончанием в ротик входит в стоимость часа)
6 000 р.,12 000 р.,-,14 000 р.,30 000 р.,,272188,"В стоимость часа входит классический секс, анальный секс, куни, МБР, окончание на тело на лицо"
3 000 р.,7 000 р.,18 000 р.,-,7 000 р.,20 000 р.,324834,
3 000 р.,6 000 р.,15 000 р.,-,8 000 р.,20 000 р.,308340,Контактов в час: неограничено.Экспресс 2000 После 23. 00 -1час 5000
1 500 р.,3 000 р.,10 000 р.,,,,311307,Контактов в час: до 2.
4 000 р.,8 000 р.,20 000 р.,,,,285018,
2 000 р.,4 000 р.,8 000 р.,,,,318315,Контактов в час: до 2.
10 000 р.,20 000 р.,40 000 р.,-,20 000 р.,40 000 р.,216030,Контактов в час: до 2.
5 000 р.,10 000 р.,-,-,10 000 р.,-,288371,Выезд от двух часиков + такси
,,,6 000 р.,12 000 р.,30 000 р.,316279,+такси
5 000 р.,10 000 р.,16 000 р.,-,12 000 р.,20 000 р.,304576,Контактов в час: до 2.Встретимся не пожалеете
2 500 р.,4 000 р.,12 000 р.,2 500 р.,4 000 р.,12 000 р.,318640,Контактов в час: неограничено.
4 000 р.,8 000 р.,-,,,,153359,Контактов в час: до 2.1 час ВСЕ ВКЛЮЧЕНО=7000р.
,,,3 500 р.,5 000 р.,12 000 р.,306883,Контактов в час: неограничено.
6 000 р.,12 000 р.,30 000 р.,-,13 000 р.,31 000 р.,318997,Контактов в час: неограничено.
3 500 р.,-,25 000 р.,5 000 р.,10 000 р.,25 000 р.,307657,"Контактов в час: до 2.Выезд на один час, только для тех кто находится рядом со мной."
,,,3 500 р.,5 000 р.,8 000 р.,300914,
,,,8 000 р.,15 000 р.,,324382,Контактов в час: неограничено.
10 000 р.,18 000 р.,50 000 р.,20 000 р.,55 000 р.,,324725,Контактов в час: до 2.
3 000 р.,6 000 р.,16 000 р.,8 000 р.,18 000 р.,,317106,Есть экспресс 2000
3 000 р.,6 000 р.,15 000 р.,6 000 р.,8 000 р.,15 000 р.,320547,Контактов в час: до 2.
4 000 р.,9 000 р.,25 000 р.,15 000 р.,30 000 р.,,322109,Контактов в час: до 2.Экспресс-30мин-3000т. р.
2 500 р.,5 000 р.,10 000 р.,2 500 р.,5 000 р.,10 000 р.,324316,Контактов в час: неограничено.
2 500 р.,5 000 р.,-,,,,290194,Контактов в час: до 2.
8 000 р.,12 000 р.,30 000 р.,12 000 р.,30 000 р.,,314306,Контактов в час: неограничено.
,,,5 000 р.,7 000 р.,14 000 р.,299922,
5 000 р.,10 000 р.,60 000 р.,10 000 р.,60 000 р.,,218213,Контактов в час: неограничено.
,,,-,10 000 р.,20 000 р.,322422,Контактов в час: неограничено.
4 000 р.,8 000 р.,-,-,10 000 р.,20 000 р.,323527,
7 000 р.,15 000 р.,-,,,,251879,Контактов в час: неограничено.
2 000 р.,5 000 р.,12 000 р.,,,,285738,ЭКСПРЕСС-1000р до20 минут
5 000 р.,10 000 р.,25 000 р.,-,12 000 р.,30 000 р.,323480,Контактов в час: неограничено.
2 500 р.,5 000 р.,12 500 р.,-,6 000 р.,14 000 р.,322946,
2 500 р.,4 000 р.,12 000 р.,2 000 р.,4 000 р.,12 000 р.,317395,Контактов в час: неограничено.
3 000 р.,6 000 р.,15 000 р.,,,,290794,
6 000 р.,12 000 р.,30 000 р.,6 000 р.,12 000 р.,30 000 р.,320339,Контактов в час: неограничено.Экспресс 3. 000
2 500 р.,5 000 р.,12 000 р.,2 500 р.,5 000 р.,12 000 р.,322163,Контактов в час: неограничено.
2 000 р.,4 000 р.,10 000 р.,,,,321525,Контактов в час: неограничено.
,,,15 000 р.,50 000 р.,,282062,ночь - 7 часов
4 000 р.,8 000 р.,30 000 р.,-,10 000 р.,35 000 р.,316122,
1 600 р.,3 000 р.,7 000 р.,6 000 р.,8 000 р.,10 000 р.,266966,Контактов в час: до 2.
4 000 р.,8 000 р.,-,-,12 000 р.,-,241359,Контактов в час: до 2.
,,,5 000 р.,8 000 р.,12 000 р.,318772,Предоплата при встрече!
5 000 р.,10 000 р.,25 000 р.,-,12 000 р.,30 000 р.,310295,"Контактов за час : до 2-х, свыше доплата."
8 000 р.,14 000 р.,-,10 000 р.,14 000 р.,-,299029,"Контактов в час: неограничено.Для тех, кто очень торопиться-встреча-экспресс!!!"
1 500 р.,3 000 р.,9 000 р.,,,,322734,Контактов в час: неограничено.
15 000 р.,30 000 р.,75 000 р.,32 000 р.,-,,297973,Контактов в час: неограничено.Не торгуюсь не рынок. Встречи после 22:00 по предварительной договорённости))).
8 000 р.,16 000 р.,60 000 р.,-,20 000 р.,60 000 р.,225879,Контактов в час: неограничено.
5 000 р.,10 000 р.,20 000 р.,-,15 000 р.,30 000 р.,246520,"Выезд по всей Москве, в ближайшее Подмосковье + такси"
2 500 р.,5 000 р.,12 000 р.,5 000 р.,8 000 р.,15 000 р.,323392,Контактов в час: до 2.Есть экспресс 1800 и минет 1500
10 000 р.,20 000 р.,60 000 р.,-,20 000 р.,60 000 р.,121277,"Контактов в час: неограничено.Все включено без допов час 15 тыс. Встреча без ""стопов и допов"" на несколько часов - 30 тыс."
3 000 р.,5 000 р.,9 000 р.,7 000 р.,-,,315306,Контактов в час: до 2.Экспресс 1500 р пол часа
10 000 р.,20 000 р.,80 000 р.,15 000 р.,20 000 р.,80 000 р.,306640,Контактов в час: неограничено.Все допы включены
3 000 р.,6 000 р.,16 000 р.,6 000 р.,8 000 р.,18 000 р.,323196,Контактов в час: до 2.
3 000 р.,6 000 р.,8 000 р.,-,7 000 р.,10 000 р.,137730,Контактов в час: до 2.
6 000 р.,12 000 р.,-,-,15 000 р.,-,205583,"Денежное вознаграждение указанное в анкете, является спонсорской помощью."
3 000 р.,-,-,,,,276575,Контактов в час: 1.
3 000 р.,6 000 р.,20 000 р.,-,8 000 р.,20 000 р.,315968,Контактов в час: до 2.
1 500 р.,3 000 р.,6 000 р.,,,,322317,Контактов в час: до 2.
3 000 р.,5 000 р.,15 000 р.,3 000 р.,5 000 р.,15 000 р.,320963,Контактов в час: неограничено.Такси оплата отдельно
5 000 р.,10 000 р.,30 000 р.,20 000 р.,-,,235777,Контактов в час: неограничено.
2 500 р.,5 000 р.,-,-,6 000 р.,-,293466,Контактов в час: неограничено.
4 000 р.,8 000 р.,-,-,-,-,250049,
2 500 р.,5 000 р.,15 000 р.,7 000 р.,-,,314722,Контактов в час: до 2.
3 500 р.,7 000 р.,18 000 р.,-,10 000 р.,-,257602,Контактов в час: до 2.
1 500 р.,3 000 р.,8 000 р.,,,,281202,
1 500 р.,2 500 р.,-,,,,246399,
2 000 р.,4 000 р.,12 000 р.,,,,324271,Экспресс программа 30 мин - 1500р.
,,,3 000 р.,4 000 р.,7 500 р.,306862,
7 000 р.,14 000 р.,35 000 р.,-,15 000 р.,35 000 р.,308662,
2 000 р.,3 000 р.,6 500 р.,2 500 р.,3 500 р.,6 500 р.,254038,Контактов в час: до 2.
8 000 р.,12 000 р.,30 000 р.,12 000 р.,30 000 р.,,305455,Контактов в час: неограничено.
4 000 р.,-,-,5 000 р.,8 000 р.,17 000 р.,243292,Контактов в час: неограничено.
,,,4 000 р.,8 000 р.,18 000 р.,313971,Контактов в час: до 2.
3 000 р.,6 000 р.,15 000 р.,3 000 р.,6 000 р.,15 000 р.,285824,
3 000 р.,6 000 р.,18 000 р.,-,10 000 р.,20 000 р.,316086,Контактов в час: до 2.
4 000 р.,8 000 р.,16 000 р.,-,10 000 р.,20 000 р.,272121,"Выезд по всей Москве, в ближайшее Подмосковье + такси"
7 000 р.,12 000 р.,30 000 р.,8 000 р.,15 000 р.,30 000 р.,126498,"Контактов в час: неограничено.Дорогие мужчины также возможны не только разовые встречи но и более, на условиях содержания."
3 000 р.,6 000 р.,20 000 р.,,,,320969,Контактов в час: до 2.
5 000 р.,-,-,-,6 000 р.,15 000 р.,319987,
16 000 р.,32 000 р.,-,32 000 р.,32 000 р.,-,323803,
2 500 р.,4 000 р.,10 000 р.,-,8 000 р.,15 000 р.,322726,
10 000 р.,20 000 р.,-,-,-,,223760,Контактов в час: неограничено.Все включено
,,,3 500 р.,5 000 р.,8 000 р.,319654,Контактов в час: до 2.
5 000 р.,-,30 000 р.,-,15 000 р.,40 000 р.,259902,Контактов в час: до 2.
,,,5 000 р.,8 000 р.,16 000 р.,308262,
5 000 р.,10 000 р.,-,10 000 р.,15 000 р.,-,322516,"ВЫЕЗД ТОЛЬКО В ПОЧАСОВЫЕ ГОСТИНИЦЫ, САУНЫ (КВАРТИРЫ, ОФИСЫ -ТОЛЬКО К ПОСТОЯННЫМ КЛИЕНТАМ)!!!"
,,,5 000 р.,7 000 р.,15 000 р.,322141,Контактов в час: неограничено.
1 500 р.,3 000 р.,6 000 р.,,,,324014,Контактов в час: до 2.Экспресс: 1000
6 000 р.,9 000 р.,56 000 р.,12 000 р.,15 000 р.,65 000 р.,323123,Контактов в час: неограничено.
3 000 р.,6 000 р.,-,,,,320119,
3 000 р.,5 500 р.,18 000 р.,,,,319121,Контактов в час: до 2.
8 000 р.,16 000 р.,40 000 р.,16 000 р.,40 000 р.,,256714,-
1 500 р.,3 000 р.,-,,,,321567,
4 000 р.,6 000 р.,20 000 р.,,,,318199,
8 000 р.,-,-,-,15 000 р.,-,321329,
3 000 р.,6 000 р.,-,,,,315784,
2 300 р.,4 600 р.,-,,,,312231,
2 000 р.,4 000 р.,-,,,,316286,Контактов в час: неограничено.
5 000 р.,10 000 р.,20 000 р.,6 000 р.,10 000 р.,20 000 р.,304260,
4 000 р.,8 000 р.,-,-,-,-,297519,
5 000 р.,10 000 р.,16 000 р.,,,,312829,
4 000 р.,8 000 р.,15 000 р.,-,9 000 р.,15 000 р.,181997,
3 000 р.,6 000 р.,-,,,,307604,Контактов в час: неограничено.
3 000 р.,5 000 р.,9 000 р.,3 000 р.,5 000 р.,9 000 р.,124179,Контактов в час: неограничено.
2 000 р.,4 000 р.,10 000 р.,,,,316951,Контактов в час: до 2.
2 500 р.,5 000 р.,12 000 р.,,,,320893,Контактов в час: до 2.По будни дням до 18:00 возможна программа экспресс за 1500.
2 000 р.,4 000 р.,-,6 000 р.,-,,318344,-
3 000 р.,6 000 р.,15 000 р.,,,,298670,Выезд только по своему району. выезжаю не менее чем на 2 часа. с вас так же оплата такси.
7 000 р.,15 000 р.,-,15 000 р.,20 000 р.,-,309380,Контактов в час: до 2.экспресс-5000
4 000 р.,8 000 р.,25 000 р.,12 000 р.,30 000 р.,,284133,Контактов в час: до 2.
10 000 р.,15 000 р.,-,17 000 р.,-,,311871,Контактов в час: неограничено.Мбр и овр включены в стоимость часа
,,,6 000 р.,10 000 р.,20 000 р.,316239,Контактов в час: неограничено.+ такси
3 000 р.,6 000 р.,-,5 000 р.,10 000 р.,-,317093,
,,,6 000 р.,7 000 р.,14 000 р.,189365,Контактов в час: неограничено.
10 000 р.,15 000 р.,30 000 р.,10 000 р.,15 000 р.,30 000 р.,322311,Контактов в час: неограничено.Жду звоночка...
2 000 р.,4 000 р.,14 000 р.,,,,314253,
6 000 р.,12 000 р.,30 000 р.,6 000 р.,12 000 р.,30 000 р.,315866,Контактов в час: неограничено.
3 000 р.,6 000 р.,15 000 р.,,,,266964,
